Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,Arb ID,Remote,Xtd,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
177,430.92949125,0.06140879999998106,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,11,,,,,,,,,
178,430.93841255,0.008921299999997245,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,03,11,00,01,00,52,07,01,,,
179,430.93867865,0.000266099999976177,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,68,2C,2C,3C,11,B3,,,
180,430.93891275,0.0002341000000569693,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,33,D3,13,45,,,
181,430.941718675,0.002805924999961462,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
182,430.94519255,0.00347387500005425,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
183,430.95376795,0.008575399999926958,351843788259328,F,F,HS CAN $441,HS CAN,,441,F,F,0E,0F,00,00,13,39,30,00,,,
184,431.02879305,0.07502510000006168,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
185,431.029829125,0.001036075000001802,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0A,,,,,,,,,
186,431.102824225,0.07299509999995735,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
187,431.129176125,0.02635190000000876,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,0C,,,,,,,,,
188,431.148385,0.0192088750000039,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
189,431.1775451,0.02916010000001279,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
190,431.2295287,0.05198359999997137,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,03,05,,,,,,,,,
191,431.252219325,0.02269062499999564,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
192,431.339695425,0.0874761000000035,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
193,431.347365125,0.00766970000006495,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
194,431.4249699249999,0.07760479999990366,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
195,431.499923025,0.07495310000001609,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
196,431.5421154,0.04219237500001327,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,FD,,,,,,,,,
197,431.5478932,0.005777800000032585,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
198,431.574649425,0.02675622499998554,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
199,431.649384525,0.07473509999999806,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
200,431.7261259,0.07674137499998324,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,FD,,,,,,,,,
201,431.7357814,0.009655500000008032,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
202,431.747564775,0.01178337500005,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
203,431.820965875,0.07340109999995548,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
204,431.826495575,0.005529700000010962,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,EE,,,,,,,,,
205,431.894989,0.06849342500004241,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
206,431.9268324,0.031843399999957,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,EC,,,,,,,,,
207,431.947059175,0.02022677499996916,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
208,431.9706917,0.0236325250000391,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
209,432.026170975,0.0554792750000388,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,EC,,,,,,,,,
210,432.0454757499999,0.01930477499990957,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
211,432.12649275,0.08101700000008805,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,DE,,,,,,,,,
212,432.13029855,0.003805800000009185,319957951053824,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,DE,00,01,00,4B,07,01,,,
213,432.13055865,0.0002600999999913256,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,67,93,2C,3C,11,B3,,,
214,432.13079875,0.0002400999999281339,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,D4,13,45,,,
215,432.13295275,0.002154000000018641,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
216,432.146085675,0.01313292500003627,434307160342528,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,0C,13,39,30,62,,,
217,432.1476937499999,0.001608074999921882,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
218,432.2171031749999,0.06940942500000347,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
219,432.2268425,0.009739325000055032,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,DF,,,,,,,,,
220,432.2911182749999,0.06427577499994186,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
221,432.32616735,0.03504907500007448,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,DC,,,,,,,,,
222,432.347284025,0.02111667500003023,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
223,432.3657489,0.01846487499994964,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
224,432.441563875,0.07581497499995749,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
225,432.52796015,0.08639627500008373,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
226,432.546926975,0.01896682500000679,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
227,432.5995825,0.05265552499997739,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,DD,,,,,,,,,
228,432.613237675,0.01365517499993984,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
229,432.687150775,0.07391310000002704,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
230,432.699903775,0.01275299999997514,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,D1,,,,,,,,,
231,432.7475326,0.04762882500006071,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
232,432.7619118,0.01437920000000758,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
233,432.7992727,0.03736089999995329,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,CA,,,,,,,,,
234,432.836590325,0.03731762500001423,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
235,432.89957685,0.06298652500004209,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,C1,,,,,,,,,
236,432.92419535,0.02461849999997412,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
237,432.94808985,0.02389449999998306,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
238,432.99994545,0.05185559999995348,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,BE,,,,,,,,,
239,433.00935295,0.009407500000065738,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
240,433.084228025,0.07487507500002266,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
241,433.099260925,0.0150328999999374,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,BB,,,,,,,,,
242,433.147621725,0.04836080000006859,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
243,433.158997025,0.01137529999994058,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
244,433.1996396249999,0.04064259999995556,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,B8,,,,,,,,,
245,433.203393425,0.003753800000026786,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,B8,00,01,00,44,07,01,,,
246,433.203651525,0.0002580999999963751,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,67,93,2C,3C,11,B3,,,
247,433.2038916,0.0002400750000788321,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,D4,13,45,,,
248,433.219046375,0.01515477499992812,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,03,84,00,0C,13,39,32,00,,,
249,433.233701575,0.01465519999999288,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
250,433.320215775,0.08651420000001053,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
251,433.347232075,0.02701630000001387,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
252,433.3795833749999,0.03235129999995934,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A8,,,,,,,,,
253,433.404319775,0.02473640000005162,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
254,433.4783128749999,0.07399309999993875,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
255,433.547892275,0.06957940000006602,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
256,433.554101975,0.00620969999999943,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
257,433.5682329,0.01413092500001767,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,A8,,,,,,,,,
258,433.628825025,0.06059212499997102,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
259,433.668579625,0.0397546000000375,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,9E,,,,,,,,,
260,433.71526665,0.0466870249999829,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
261,433.74745055,0.03218389999994997,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
262,433.767942875,0.02049232500007747,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,98,,,,,,,,,
263,433.800470875,0.03252799999995659,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
264,433.8682791,0.06780822500002159,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,8C,,,,,,,,,
265,433.874364825,0.006085724999934428,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
266,433.94707,0.07270517500001006,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
267,433.949191975,0.002121975000022758,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
268,433.968612375,0.01942040000005818,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,85,,,,,,,,,
269,434.024868675,0.05625629999997273,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
270,434.067959,0.04309032499998011,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,87,,,,,,,,,
271,434.1113042,0.0433451999999761,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
272,434.1475719,0.03626770000005308,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
273,434.1682722,0.0207002999999304,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,7D,,,,,,,,,
274,434.196498425,0.0282262250000258,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
275,434.2686383,0.07213987500006169,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,7A,,,,,,,,,
276,434.2693702749999,0.0007319749998941916,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,7A,00,01,00,42,07,01,,,
277,434.269634375,0.0002641000000949134,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,66,FB,2C,3C,11,B3,,,
278,434.2698704999999,0.0002361249999012216,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,D6,13,45,,,
279,434.27153655,0.001666050000039832,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
280,434.28514545,0.01360890000000836,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,03,52,00,18,13,39,33,00,,,
281,434.347213325,0.0620678750000252,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
282,434.347467525,0.0002541999999721156,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
283,434.4220445,0.07457697500001359,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
284,434.507478825,0.0854343250000511,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
285,434.546752325,0.03927349999992202,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
286,434.58622105,0.03946872500000609,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,62,,,,,,,,,
287,434.592634675,0.00641362500005016,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
288,434.666667775,0.07403309999995145,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
289,434.668985775,0.002318000000059328,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,62,,,,,,,,,
290,434.742352975,0.07336720000000696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
291,434.747376675,0.005023699999924247,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
292,434.7693489999999,0.02197232499997881,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,56,,,,,,,,,
293,434.8170157,0.04766670000003614,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
294,434.869671325,0.05265562500005672,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,54,,,,,,,,,
295,434.9045150999999,0.03484377499989932,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
296,434.9470323,0.04251720000002024,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
297,434.969038525,0.02200622500004101,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,48,,,,,,,,,
298,434.9887273,0.01968877499996324,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
299,435.0627185,0.07399120000002313,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
300,435.069378125,0.006659624999997504,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,35,,,,,,,,,
301,435.137431525,0.06805340000005344,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
302,435.146545125,0.00911359999997785,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
303,435.1697332499999,0.02318812499993328,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,38,,,,,,,,,
304,435.213170425,0.04343717500000821,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
305,435.269005625,0.05583520000004683,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,35,,,,,,,,,
306,435.2995757499999,0.03057012499994016,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
307,435.3471406499999,0.04756489999999758,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
308,435.384854125,0.0377134750000323,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
309,435.458845225,0.07399110000005749,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
310,435.533468325,0.07462309999993977,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
311,435.544217525,0.01074920000007751,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,1F,,,,,,,,,
312,435.54679345,0.002575924999973722,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
313,435.56972165,0.02292820000002394,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,02,1F,00,01,00,42,07,01,,,
314,435.56998575,0.0002640999999812266,431008625459200,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,66,16,2C,3C,11,FF,,,
315,435.57022185,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,D6,13,45,,,
316,435.58571265,0.01549080000006598,504675904520192,F,F,HS CAN $441,HS CAN,,441,F,F,04,10,00,2B,13,39,34,62,,,
317,435.608189225,0.02247657499992784,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
318,435.63869485,0.03050562500004616,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,1F,,,,,,,,,
319,435.69573305,0.0570381999999654,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
320,435.73801945,0.04228640000008,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,13,,,,,,,,,
321,435.746320975,0.008301524999978938,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
322,435.78091075,0.03458977499997218,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
323,435.838349925,0.05743917500001317,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0B,,,,,,,,,
324,435.855904875,0.01755494999997609,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
325,435.93064785,0.07474297500004923,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
326,435.93870135,0.008053499999959968,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,02,0A,,,,,,,,,
327,435.945905025,0.007203675000027943,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
328,436.005371025,0.05946599999992941,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
329,436.03905425,0.03368322500000432,284773578964992,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,FF,,,,,,,,,
330,436.0918268749999,0.05277262499998869,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
331,436.1393928499999,0.04756597499999771,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,F1,,,,,,,,,
332,436.146498475,0.007105625000008331,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
333,436.1760446,0.0295461250000244,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
334,436.2387232,0.06267860000002656,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,E9,,,,,,,,,
335,436.2499465,0.01122329999998328,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
336,436.325651575,0.07570507499997348,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
337,436.339068575,0.01341700000000401,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,DB,,,,,,,,,
338,436.346074075,0.007005499999991116,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
339,436.400374575,0.05430050000006759,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
340,436.486886775,0.08651220000001558,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
341,436.545626975,0.05874019999998836,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
342,436.5720453,0.02641832500000874,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
343,436.646034325,0.0739890249999462,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
344,436.720775425,0.07474109999998291,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
345,436.74378155,0.02300612500005172,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,B6,,,,,,,,,
346,436.746235525,0.002453974999980346,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
347,436.780746825,0.03451129999996283,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,B6,00,01,00,42,07,01,,,
348,436.781008825,0.0002620000000206346,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,66,16,2C,3C,11,FF,,,
349,436.781244925,0.0002361000000519198,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,D6,13,45,,,
350,436.796607725,0.0153627999999344,492581276614656,F,F,HS CAN $441,HS CAN,,441,F,F,04,10,00,2B,13,39,36,00,,,
351,436.796741725,0.000134000000002743,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
352,436.843865825,0.0471241000000191,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,B6,,,,,,,,,
353,436.88300525,0.03913942500003032,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
354,436.944208125,0.06120287499993537,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,AA,,,,,,,,,
355,436.94582605,0.001617925000005016,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
356,436.96818875,0.0223627000000306,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
357,437.04314175,0.07495300000005045,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
358,437.044575875,0.001434124999946107,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,9B,,,,,,,,,
359,437.117866975,0.07329110000000583,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
360,437.144950775,0.02708380000001398,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,93,,,,,,,,,
361,437.1454829,0.0005321249999497013,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
362,437.1925338,0.04705090000004475,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
363,437.2452513999999,0.05271759999993719,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,90,,,,,,,,,
364,437.279065225,0.03381382500003838,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
365,437.344579625,0.06551439999998365,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,86,,,,,,,,,
366,437.346095625,0.00151600000003782,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
367,437.364244525,0.01814890000002834,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
368,437.438233625,0.07398909999994885,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
369,437.513936625,0.07570299999997587,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
370,437.54563455,0.03169792500000312,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
371,437.58863985,0.04300530000000436,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
372,437.61769335,0.02905350000003182,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,78,,,,,,,,,
373,437.675105675,0.05741232499997295,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,01,,,,,,,,,
374,437.71732405,0.04221837500006132,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,5D,,,,,,,,,
375,437.74678825,0.02946420000000672,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
376,437.75026405,0.00347579999993286,283674067337216,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
377,437.81663045,0.06636639999999261,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,53,,,,,,,,,
378,437.82511805,0.00848760000008042,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
379,437.8347513499999,0.00963329999990492,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,01,53,00,01,00,43,07,01,,,
380,437.83501545,0.0002641000000949134,294669183614976,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,65,7D,2C,3C,11,FF,,,
381,437.83525155,0.000236099999938233,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,67,D6,13,45,,,
382,437.850570375,0.01531882500000847,363938416164864,F,F,HS CAN $441,HS CAN,,441,F,F,03,E7,00,37,13,39,37,00,,,
383,437.9012249499999,0.05065457499995318,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
384,437.9169637499999,0.01573880000000827,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,47,,,,,,,,,
385,437.9474938249999,0.03053007500000149,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
386,437.984815325,0.0373215000000755,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
387,438.0173206999999,0.03250537499991424,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,3A,,,,,,,,,
388,438.0596338749999,0.04231317500000386,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
389,438.116679075,0.05704520000006141,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,2B,,,,,,,,,
390,438.1344559749999,0.01777689999994436,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
391,438.14749925,0.0130432750000864,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,00,,,,,,,,,
392,438.21129305,0.06379379999998491,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
393,438.21701675,0.005723699999975906,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,1F,,,,,,,,,
394,438.286824025,0.06980727500001649,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,05,00,,,,,,,,,
395,438.31733955,0.03051552499994159,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,01,15,,,,,,,,,
